,aff_dist_func,aff_k,aff_mask_func,aff_sigma,algorithm,alpha,can_plot,corruption_level,dataset,elapsed_time,labeled_percent,mu,tuning_iter,experiments,mean_acc,sd_acc,each_acc,min_acc,max_acc,median_acc
124,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.4,spiral_hard,4.136267900466919,0.1,,,20,0.6031333333333333,0.02084343754971547,"[0.5506666666666666, 0.5793333333333334, 0.58, 0.5893333333333334, 0.5913333333333334, 0.594, 0.596, 0.5966666666666667, 0.6, 0.606, 0.6066666666666667, 0.6066666666666667, 0.6073333333333333, 0.6086666666666667, 0.6086666666666667, 0.6113333333333333, 0.6166666666666667, 0.6246666666666667, 0.6373333333333333, 0.6513333333333333]",0.5506666666666666,0.6513333333333333,0.6063333333333334
125,gaussian,15.0,knn,0.2,LGC,0.2,False,0.4,spiral_hard,1.9105117321014404,0.01,,,20,0.5529000000000001,0.0507640620912078,"[0.426, 0.4906666666666666, 0.49200000000000005, 0.5006666666666667, 0.5153333333333333, 0.516, 0.5286666666666666, 0.5379999999999999, 0.5406666666666666, 0.5660000000000001, 0.5693333333333334, 0.5713333333333334, 0.5766666666666667, 0.5886666666666667, 0.5886666666666667, 0.5906666666666667, 0.596, 0.608, 0.6206666666666667, 0.634]",0.426,0.634,0.5676666666666668
126,gaussian,15.0,knn,0.2,LDST,,False,0.1,spiral_hard,32.174495697021484,0.01,99.0,0.25,20,0.8036,0.2921016870125121,"[0.102, 0.21733333333333327, 0.37066666666666653, 0.4966666666666666, 0.5313333333333333, 0.568, 0.9833333333333332, 0.9840000000000001, 0.9840000000000001, 0.9840000000000001, 0.9840000000000001, 0.9846666666666668, 0.9846666666666668, 0.9846666666666668, 0.9853333333333332, 0.9853333333333332, 0.9853333333333332, 0.9853333333333332, 0.9853333333333332, 0.986]",0.102,0.986,0.9840000000000001
127,gaussian,15.0,knn,0.2,GTAM,,False,0.1,spiral_hard,32.55881333351135,0.1,99.0,0.0,20,0.9763666666666666,0.0020706949987329567,"[0.9713333333333334, 0.9726666666666668, 0.9726666666666668, 0.9753333333333334, 0.9753333333333334, 0.976, 0.976, 0.976, 0.976, 0.9766666666666668, 0.9766666666666668, 0.9773333333333334, 0.9773333333333334, 0.9773333333333334, 0.978, 0.978, 0.978, 0.9786666666666668, 0.9786666666666668, 0.9793333333333332]",0.9713333333333334,0.9793333333333332,0.9766666666666668
128,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.15,spiral_hard,3.9290246963500977,0.01,,,20,0.6762666666666666,0.04248210080597345,"[0.5806666666666667, 0.6093333333333333, 0.6266666666666667, 0.6313333333333333, 0.652, 0.6613333333333333, 0.6613333333333333, 0.664, 0.6659999999999999, 0.6706666666666666, 0.6766666666666666, 0.6906666666666667, 0.6926666666666667, 0.6933333333333334, 0.6940000000000001, 0.72, 0.7206666666666667, 0.7246666666666667, 0.7426666666666667, 0.7466666666666667]",0.5806666666666667,0.7466666666666667,0.6736666666666666
129,gaussian,15.0,knn,0.2,RF,,False,0.0,spiral_hard,0.3230750560760498,0.01,,,20,0.6303666666666667,0.04355812208991567,"[0.5333333333333333, 0.5626666666666666, 0.5846666666666667, 0.5920000000000001, 0.5973333333333334, 0.6046666666666667, 0.61, 0.616, 0.618, 0.626, 0.63, 0.6313333333333333, 0.6459999999999999, 0.6613333333333333, 0.6659999999999999, 0.68, 0.6826666666666666, 0.6833333333333333, 0.6886666666666666, 0.6933333333333334]",0.5333333333333333,0.6933333333333334,0.628
130,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.4,spiral_hard,1.5228667259216309,0.01,,,20,0.5337,0.04760227585595743,"[0.39799999999999996, 0.4913333333333333, 0.4946666666666666, 0.4946666666666666, 0.4953333333333334, 0.5, 0.5166666666666667, 0.5213333333333333, 0.5306666666666666, 0.5313333333333333, 0.5386666666666666, 0.5406666666666666, 0.5466666666666666, 0.5546666666666666, 0.556, 0.578, 0.5853333333333334, 0.5986666666666667, 0.6, 0.6013333333333334]",0.39799999999999996,0.6013333333333334,0.5349999999999999
131,gaussian,15.0,knn,0.2,LGC,0.2,False,0.1,spiral_hard,1.7988989353179932,0.01,,,20,0.6767,0.05361362803533361,"[0.5926666666666667, 0.6033333333333334, 0.6106666666666667, 0.6106666666666667, 0.6266666666666667, 0.636, 0.6559999999999999, 0.6586666666666666, 0.66, 0.6606666666666666, 0.6626666666666666, 0.6853333333333333, 0.7086666666666667, 0.7153333333333334, 0.7186666666666667, 0.722, 0.7240000000000001, 0.7366666666666667, 0.7693333333333333, 0.7759999999999999]",0.5926666666666667,0.7759999999999999,0.6616666666666666
132,gaussian,15.0,knn,0.2,LDST,,False,0.35,spiral_hard,23.934091567993164,0.1,99.0,0.25,20,0.8406,0.17394173992716325,"[0.32466666666666666, 0.532, 0.6453333333333333, 0.6653333333333333, 0.6806666666666666, 0.8433333333333334, 0.846, 0.8653333333333333, 0.8993333333333333, 0.9513333333333334, 0.9513333333333334, 0.9546666666666668, 0.9546666666666668, 0.9546666666666668, 0.956, 0.956, 0.9566666666666668, 0.9573333333333334, 0.9586666666666668, 0.9586666666666668]",0.32466666666666666,0.9586666666666668,0.9513333333333334
133,gaussian,15.0,knn,0.2,GTAM,,False,0.0,spiral_hard,31.70682430267334,0.01,99.0,0.0,20,0.9062333333333333,0.19320297616755286,"[0.3093333333333333, 0.5286666666666666, 0.5313333333333333, 0.9806666666666668, 0.9846666666666668, 0.9846666666666668, 0.9846666666666668, 0.9846666666666668, 0.9846666666666668, 0.9853333333333332, 0.9853333333333332, 0.986, 0.986, 0.986, 0.986, 0.9866666666666668, 0.9866666666666668, 0.9873333333333332, 0.988, 0.988]",0.3093333333333333,0.988,0.9853333333333332
134,gaussian,15.0,knn,0.2,RF,,False,0.2,spiral_hard,0.4364078044891357,0.01,,,20,0.5941333333333334,0.05740677466795863,"[0.486, 0.4886666666666667, 0.5166666666666667, 0.55, 0.5539999999999999, 0.5566666666666666, 0.5733333333333334, 0.5753333333333334, 0.5806666666666667, 0.5853333333333334, 0.5946666666666667, 0.596, 0.6153333333333333, 0.6313333333333333, 0.6473333333333333, 0.6566666666666666, 0.6566666666666666, 0.6646666666666666, 0.6766666666666666, 0.6766666666666666]",0.486,0.6766666666666666,0.5900000000000001
