,aff_dist_func,aff_k,aff_mask_func,aff_sigma,algorithm,alpha,can_plot,corruption_level,dataset,dataset_sd,elapsed_time,labeled_percent,mu,tuning_iter,experiments,mean_acc,sd_acc
183,gaussian,15.0,knn,0.2,RF,,False,0.25,gaussian,3.0,0.4358780384063721,0.1,,,20,0.5607,0.026098084220877196
184,gaussian,15.0,knn,0.2,GTAM,,False,0.35,gaussian,1.0,6.517747163772582,0.1,99.0,0.0,20,0.6432500000000001,0.19089077374247296
185,gaussian,15.0,knn,0.2,LGC,0.9,False,0.25,gaussian,0.4,1.7145128250122068,0.1,,,20,0.9317500000000001,0.019083697230882716
186,gaussian,15.0,knn,0.2,LGC,0.9,False,0.4,gaussian,3.0,1.032562494277954,0.1,,,20,0.51765,0.031048792247042385
187,gaussian,15.0,knn,0.2,LGC,0.2,False,0.2,gaussian,1.0,3.1914746761322017,0.1,,,20,0.71125,0.026699953183479546
188,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.25,gaussian,1.0,2.542566299438477,0.1,,,20,0.8016,0.032973322550207164
189,gaussian,15.0,knn,0.2,LDST,,False,0.1,gaussian,3.0,5.24461555480957,0.1,99.0,1.0,20,0.58765,0.06918834800744991
190,gaussian,15.0,knn,0.2,LGC,0.2,False,0.1,gaussian,0.4,3.0121850967407227,0.1,,,20,0.9243500000000001,0.01445778337090442
191,gaussian,15.0,knn,0.2,LDST,,False,0.2,gaussian,3.0,6.183773279190064,0.1,99.0,1.0,20,0.56165,0.07253363013113297
192,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.0,gaussian,0.4,3.3096954822540283,0.1,,,20,0.9932500000000001,0.002363789330714568
193,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.35,gaussian,0.4,0.8945915699005127,0.1,,,20,0.6617500000000001,0.02120112025342057
194,gaussian,15.0,knn,0.2,RF,,False,0.25,gaussian,1.0,0.31767845153808594,0.1,,,20,0.7086500000000001,0.03594200189193696
195,gaussian,15.0,knn,0.2,LGC,0.0001,False,0.0,gaussian,2.0,3.675480842590332,0.1,,,20,0.65145,0.01861310022537889
196,gaussian,15.0,knn,0.2,LDST,,False,0.35,gaussian,3.0,1.661853551864624,0.1,99.0,2.0,20,0.489,0.08727829054237944
197,gaussian,15.0,knn,0.2,LDST,,False,0.35,gaussian,3.0,4.819255113601685,0.1,99.0,1.0,20,0.48185,0.07870023824614511
198,gaussian,15.0,knn,0.2,RF,,False,0.0,gaussian,3.0,0.4448287487030029,0.1,,,20,0.61315,0.023556899201720077
199,gaussian,15.0,knn,0.2,LDST,,False,0.25,gaussian,0.4,4.2267279624938965,0.1,99.0,1.0,20,0.9767000000000001,0.003067572330035595
200,gaussian,15.0,knn,0.2,LDST,,False,0.35,gaussian,0.4,4.805262804031372,0.1,99.0,1.0,20,0.9151499999999999,0.17498836389886044
201,gaussian,15.0,knn,0.2,LDST,,False,0.35,gaussian,1.0,5.562575578689575,0.1,99.0,2.0,20,0.5817499999999999,0.22088048238810054
